#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40385832,C5L36_0E00420,C5L36_0E00420,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385833,C5L36_0E00430,C5L36_0E00430,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385834,C5L36_0E00440,C5L36_0E00440,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385835,C5L36_0E00450,C5L36_0E00450,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385836,C5L36_0E00460,C5L36_0E00460,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385837,C5L36_0E00470,C5L36_0E00470,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385838,C5L36_0E00480,C5L36_0E00480,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385839,C5L36_0E00490,C5L36_0E00490,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385840,C5L36_0E00500,C5L36_0E00500,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385841,C5L36_0E00505,C5L36_0E00505,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385842,C5L36_0E00510,C5L36_0E00510,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385843,C5L36_0E00520,C5L36_0E00520,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385844,C5L36_0E00530,C5L36_0E00530,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385845,C5L36_0E00540,C5L36_0E00540,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385846,C5L36_0E00550,C5L36_0E00550,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385847,C5L36_0E00560,C5L36_0E00560,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385848,C5L36_0E00570,C5L36_0E00570,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385849,C5L36_0E00580,C5L36_0E00580,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385850,C5L36_0E00590,C5L36_0E00590,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385851,C5L36_0E00600,C5L36_0E00600,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385852,C5L36_0E00610,C5L36_0E00610,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385853,C5L36_0E00620,C5L36_0E00620,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385854,C5L36_0E00630,C5L36_0E00630,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385855,C5L36_0E00640,C5L36_0E00640,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385856,C5L36_0E00650,C5L36_0E00650,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385857,C5L36_0E00660,C5L36_0E00660,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385858,C5L36_0E00670,C5L36_0E00670,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385859,C5L36_0E00680,C5L36_0E00680,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385860,C5L36_0E00690,C5L36_0E00690,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385861,C5L36_0E00700,C5L36_0E00700,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385862,C5L36_0E00710,C5L36_0E00710,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385863,C5L36_0E00715,C5L36_0E00715,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385864,C5L36_0E00720,C5L36_0E00720,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385865,C5L36_0E00730,C5L36_0E00730,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385866,C5L36_0E00740,C5L36_0E00740,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385867,C5L36_0E00750,C5L36_0E00750,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385868,C5L36_0E00760,C5L36_0E00760,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385869,C5L36_0E00770,C5L36_0E00770,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385870,C5L36_0E00780,C5L36_0E00780,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385871,C5L36_0E00790,C5L36_0E00790,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385872,C5L36_0E00800,C5L36_0E00800,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385873,C5L36_0E00810,C5L36_0E00810,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385874,C5L36_0E00820,C5L36_0E00820,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385875,C5L36_0E00830,C5L36_0E00830,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385876,C5L36_0E00840,C5L36_0E00840,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385877,C5L36_0E00850,C5L36_0E00850,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385878,C5L36_0E00860,C5L36_0E00860,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385879,C5L36_0E00865,C5L36_0E00865,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385880,C5L36_0E00870,C5L36_0E00870,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385881,C5L36_0E00880,C5L36_0E00880,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385882,C5L36_0E00890,C5L36_0E00890,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385883,C5L36_0E00900,C5L36_0E00900,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385884,C5L36_0E00910,C5L36_0E00910,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385885,C5L36_0E00920,C5L36_0E00920,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385886,C5L36_0E00930,C5L36_0E00930,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385887,C5L36_0E00940,C5L36_0E00940,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385888,C5L36_0E00950,C5L36_0E00950,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385889,C5L36_0E00960,C5L36_0E00960,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385890,C5L36_0E00970,C5L36_0E00970,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385891,C5L36_0E00980,C5L36_0E00980,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385892,C5L36_0E00990,C5L36_0E00990,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385893,C5L36_0E01000,C5L36_0E01000,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385894,C5L36_0E01010,C5L36_0E01010,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385895,C5L36_0E01020,C5L36_0E01020,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385896,C5L36_0E01030,C5L36_0E01030,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385897,C5L36_0E01040,C5L36_0E01040,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385898,C5L36_0E01050,C5L36_0E01050,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385899,C5L36_0E01055,C5L36_0E01055,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385900,C5L36_0E01060,C5L36_0E01060,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385901,C5L36_0E01070,C5L36_0E01070,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385902,C5L36_0E01080,C5L36_0E01080,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385903,C5L36_0E01090,C5L36_0E01090,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385904,C5L36_0E01100,C5L36_0E01100,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385905,C5L36_0E01110,C5L36_0E01110,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385906,C5L36_0E01120,C5L36_0E01120,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385907,C5L36_0E01130,C5L36_0E01130,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385908,C5L36_0E01140,C5L36_0E01140,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385909,C5L36_0E01150,C5L36_0E01150,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385910,C5L36_0E01160,C5L36_0E01160,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385911,C5L36_0E01170,C5L36_0E01170,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385912,C5L36_0E01180,C5L36_0E01180,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385913,C5L36_0E01190,C5L36_0E01190,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385914,C5L36_0E01193,C5L36_0E01193,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385915,C5L36_0E01197,C5L36_0E01197,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385916,C5L36_0E01200,C5L36_0E01200,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385917,C5L36_0E01205,C5L36_0E01205,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385918,C5L36_0E01210,C5L36_0E01210,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385919,C5L36_0E01220,C5L36_0E01220,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385920,C5L36_0E01230,C5L36_0E01230,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385921,C5L36_0E01240,C5L36_0E01240,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385922,C5L36_0E01250,C5L36_0E01250,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385923,C5L36_0E01260,C5L36_0E01260,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385924,C5L36_0E01270,C5L36_0E01270,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385925,C5L36_0E01280,C5L36_0E01280,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385926,C5L36_0E01290,C5L36_0E01290,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385927,C5L36_0E01300,C5L36_0E01300,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385928,C5L36_0E01310,C5L36_0E01310,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385929,C5L36_0E01320,C5L36_0E01320,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385930,C5L36_0E01330,C5L36_0E01330,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385931,C5L36_0E01340,C5L36_0E01340,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385932,C5L36_0E01350,C5L36_0E01350,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385933,C5L36_0E01360,C5L36_0E01360,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385934,C5L36_0E01370,C5L36_0E01370,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385935,C5L36_0E01380,C5L36_0E01380,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385936,C5L36_0E01390,C5L36_0E01390,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385937,C5L36_0E01400,C5L36_0E01400,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385938,C5L36_0E01410,C5L36_0E01410,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385939,C5L36_0E01420,C5L36_0E01420,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385940,C5L36_0E01430,C5L36_0E01430,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385941,C5L36_0E01440,C5L36_0E01440,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385942,C5L36_0E01450,C5L36_0E01450,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385943,C5L36_0E01460,C5L36_0E01460,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385944,C5L36_0E01470,C5L36_0E01470,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385945,C5L36_0E01490,C5L36_0E01490,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385946,C5L36_0E01500,C5L36_0E01500,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385947,C5L36_0E01510,C5L36_0E01510,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385948,C5L36_0E01520,C5L36_0E01520,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385949,C5L36_0E01530,C5L36_0E01530,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385950,C5L36_0E01540,C5L36_0E01540,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385951,C5L36_0E01550,C5L36_0E01550,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385952,C5L36_0E01560,C5L36_0E01560,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385953,C5L36_0E01570,C5L36_0E01570,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385954,C5L36_0E01580,C5L36_0E01580,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385955,C5L36_0E01590,C5L36_0E01590,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385956,C5L36_0E01600,C5L36_0E01600,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385957,C5L36_0E01610,C5L36_0E01610,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385958,C5L36_0E01620,C5L36_0E01620,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385959,C5L36_0E01630,C5L36_0E01630,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385960,C5L36_0E01640,C5L36_0E01640,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385961,C5L36_0E01650,C5L36_0E01650,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385962,C5L36_0E01660,C5L36_0E01660,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385963,C5L36_0E01670,C5L36_0E01670,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385964,C5L36_0E01680,C5L36_0E01680,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385965,C5L36_0E01690,C5L36_0E01690,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385966,C5L36_0E01700,C5L36_0E01700,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385967,C5L36_0E01710,C5L36_0E01710,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385968,C5L36_0E01720,C5L36_0E01720,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385969,C5L36_0E01730,C5L36_0E01730,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385970,C5L36_0E01740,C5L36_0E01740,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385971,C5L36_0E01750,C5L36_0E01750,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385972,C5L36_0E01760,C5L36_0E01760,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385973,C5L36_0E01770,C5L36_0E01770,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385974,C5L36_0E01780,C5L36_0E01780,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385975,C5L36_0E01790,C5L36_0E01790,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385976,C5L36_0E01800,C5L36_0E01800,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385977,C5L36_0E01810,C5L36_0E01810,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385978,C5L36_0E01820,C5L36_0E01820,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385979,C5L36_0E01830,C5L36_0E01830,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385980,C5L36_0E01840,C5L36_0E01840,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385981,C5L36_0E01850,C5L36_0E01850,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40385982,C5L36_0E01860,C5L36_0E01860,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385983,C5L36_0E01870,C5L36_0E01870,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385984,C5L36_0E01880,C5L36_0E01880,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385985,C5L36_0E01890,C5L36_0E01890,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385986,C5L36_0E01900,C5L36_0E01900,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385987,C5L36_0E01910,C5L36_0E01910,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385988,C5L36_0E01915,C5L36_0E01915,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40385989,C5L36_0E01920,C5L36_0E01920,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385990,C5L36_0E01930,C5L36_0E01930,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385991,C5L36_0E01940,C5L36_0E01940,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385992,C5L36_0E01950,C5L36_0E01950,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385993,C5L36_0E01960,C5L36_0E01960,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385994,C5L36_0E01970,C5L36_0E01970,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385995,C5L36_0E01980,C5L36_0E01980,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40385996,C5L36_0E01990,C5L36_0E01990,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385997,C5L36_0E02000,C5L36_0E02000,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40385998,C5L36_0E02010,C5L36_0E02010,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40385999,C5L36_0E02020,C5L36_0E02020,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40386000,C5L36_0E02030,C5L36_0E02030,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40386001,C5L36_0E02040,C5L36_0E02040,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40386002,C5L36_0E02050,C5L36_0E02050,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40386003,C5L36_0E02060,C5L36_0E02060,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40386004,C5L36_0E02070,C5L36_0E02070,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40386005,C5L36_0E02080,C5L36_0E02080,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
