#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40384070,C5L36_0C02200,C5L36_0C02200,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384071,C5L36_0C02210,C5L36_0C02210,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384072,C5L36_0C02220,C5L36_0C02220,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384073,C5L36_0C02225,C5L36_0C02225,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384074,C5L36_0C02230,C5L36_0C02230,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384075,C5L36_0C02240,C5L36_0C02240,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384076,C5L36_0C02250,C5L36_0C02250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384077,C5L36_0C02260,C5L36_0C02260,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384078,C5L36_0C02270,C5L36_0C02270,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384079,C5L36_0C02280,C5L36_0C02280,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384080,C5L36_0C02290,C5L36_0C02290,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384081,C5L36_0C02300,C5L36_0C02300,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384082,C5L36_0C02310,C5L36_0C02310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384083,C5L36_0C02320,C5L36_0C02320,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384084,C5L36_0C02330,C5L36_0C02330,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384085,C5L36_0C02340,C5L36_0C02340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384086,C5L36_0C02350,C5L36_0C02350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384087,C5L36_0C02360,C5L36_0C02360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384088,C5L36_0C02370,C5L36_0C02370,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384089,C5L36_0C02380,C5L36_0C02380,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384090,C5L36_0C02390,C5L36_0C02390,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384091,C5L36_0C02400,C5L36_0C02400,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384092,C5L36_0C02410,C5L36_0C02410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384093,C5L36_0C02420,C5L36_0C02420,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384094,C5L36_0C02430,C5L36_0C02430,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384095,C5L36_0C02440,C5L36_0C02440,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384096,C5L36_0C02450,C5L36_0C02450,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384097,C5L36_0C02460,C5L36_0C02460,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384098,C5L36_0C02470,C5L36_0C02470,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384099,C5L36_0C02480,C5L36_0C02480,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384100,C5L36_0C02490,C5L36_0C02490,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384101,C5L36_0C02500,C5L36_0C02500,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384102,C5L36_0C02510,C5L36_0C02510,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384103,C5L36_0C02520,C5L36_0C02520,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384104,C5L36_0C02530,C5L36_0C02530,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384105,C5L36_0C02540,C5L36_0C02540,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384106,C5L36_0C02550,C5L36_0C02550,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384107,C5L36_0C02560,C5L36_0C02560,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384108,C5L36_0C02570,C5L36_0C02570,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384109,C5L36_0C02580,C5L36_0C02580,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384110,C5L36_0C02590,C5L36_0C02590,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384111,C5L36_0C02595,C5L36_0C02595,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384112,C5L36_0C02600,C5L36_0C02600,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384113,C5L36_0C02605,C5L36_0C02605,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384114,C5L36_0C02610,C5L36_0C02610,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384115,C5L36_0C02620,C5L36_0C02620,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384116,C5L36_0C02630,C5L36_0C02630,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384117,C5L36_0C02635,C5L36_0C02635,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384118,C5L36_0C02640,C5L36_0C02640,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384119,C5L36_0C02650,C5L36_0C02650,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384120,C5L36_0C02660,C5L36_0C02660,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384121,C5L36_0C02670,C5L36_0C02670,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384122,C5L36_0C02680,C5L36_0C02680,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384123,C5L36_0C02690,C5L36_0C02690,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384124,C5L36_0C02700,C5L36_0C02700,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384125,C5L36_0C02710,C5L36_0C02710,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384126,C5L36_0C02720,C5L36_0C02720,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384127,C5L36_0C02730,C5L36_0C02730,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384128,C5L36_0C02740,C5L36_0C02740,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384129,C5L36_0C02750,C5L36_0C02750,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384130,C5L36_0C02760,C5L36_0C02760,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384131,C5L36_0C02770,C5L36_0C02770,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384132,C5L36_0C02780,C5L36_0C02780,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384133,C5L36_0C02790,C5L36_0C02790,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384134,C5L36_0C02800,C5L36_0C02800,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384135,C5L36_0C02810,C5L36_0C02810,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384136,C5L36_0C02820,C5L36_0C02820,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384137,C5L36_0C02830,C5L36_0C02830,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384138,C5L36_0C02840,C5L36_0C02840,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384139,C5L36_0C02850,C5L36_0C02850,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384140,C5L36_0C02860,C5L36_0C02860,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384141,C5L36_0C02870,C5L36_0C02870,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384142,C5L36_0C02880,C5L36_0C02880,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384143,C5L36_0C02890,C5L36_0C02890,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384144,C5L36_0C02900,C5L36_0C02900,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384145,C5L36_0C02910,C5L36_0C02910,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384146,C5L36_0C02920,C5L36_0C02920,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384147,C5L36_0C02930,C5L36_0C02930,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384148,C5L36_0C02940,C5L36_0C02940,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384149,C5L36_0C02950,C5L36_0C02950,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384150,C5L36_0C02960,C5L36_0C02960,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384151,C5L36_0C02970,C5L36_0C02970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384152,C5L36_0C02980,C5L36_0C02980,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384153,C5L36_0C02990,C5L36_0C02990,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384154,C5L36_0C03000,C5L36_0C03000,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384155,C5L36_0C03010,C5L36_0C03010,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384156,C5L36_0C03020,C5L36_0C03020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384157,C5L36_0C03030,C5L36_0C03030,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384158,C5L36_0C03040,C5L36_0C03040,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384159,C5L36_0C03050,C5L36_0C03050,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384160,C5L36_0C03060,C5L36_0C03060,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384161,C5L36_0C03070,C5L36_0C03070,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384162,C5L36_0C03075,C5L36_0C03075,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384163,C5L36_0C03080,C5L36_0C03080,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384164,C5L36_0C03090,C5L36_0C03090,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384165,C5L36_0C03100,C5L36_0C03100,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384166,C5L36_0C03110,C5L36_0C03110,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384167,C5L36_0C03120,C5L36_0C03120,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384168,C5L36_0C03130,C5L36_0C03130,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384169,C5L36_0C03140,C5L36_0C03140,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384170,C5L36_0C03150,C5L36_0C03150,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384171,C5L36_0C03160,C5L36_0C03160,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384172,C5L36_0C03170,C5L36_0C03170,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384173,C5L36_0C03180,C5L36_0C03180,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384174,C5L36_0C03190,C5L36_0C03190,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384175,C5L36_0C03200,C5L36_0C03200,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384176,C5L36_0C03210,C5L36_0C03210,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384177,C5L36_0C03220,C5L36_0C03220,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384178,C5L36_0C03230,C5L36_0C03230,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384179,C5L36_0C03240,C5L36_0C03240,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384180,C5L36_0C03250,C5L36_0C03250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384181,C5L36_0C03260,C5L36_0C03260,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384182,C5L36_0C03270,C5L36_0C03270,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384183,C5L36_0C03280,C5L36_0C03280,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384184,C5L36_0C03290,C5L36_0C03290,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384185,C5L36_0C03300,C5L36_0C03300,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384186,C5L36_0C03310,C5L36_0C03310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384187,C5L36_0C03320,C5L36_0C03320,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384188,C5L36_0C03330,C5L36_0C03330,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384189,C5L36_0C03340,C5L36_0C03340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384190,C5L36_0C03350,C5L36_0C03350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384191,C5L36_0C03360,C5L36_0C03360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384192,C5L36_0C03370,C5L36_0C03370,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384193,C5L36_0C03380,C5L36_0C03380,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384194,C5L36_0C03390,C5L36_0C03390,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384195,C5L36_0C03400,C5L36_0C03400,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384196,C5L36_0C03410,C5L36_0C03410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384197,C5L36_0C03420,C5L36_0C03420,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384198,C5L36_0C03430,C5L36_0C03430,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384199,C5L36_0C03440,C5L36_0C03440,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384200,C5L36_0C03450,C5L36_0C03450,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384201,C5L36_0C03460,C5L36_0C03460,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384202,C5L36_0C03470,C5L36_0C03470,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384203,C5L36_0C03480,C5L36_0C03480,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384204,C5L36_0C03490,C5L36_0C03490,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384205,C5L36_0C03500,C5L36_0C03500,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384206,C5L36_0C03510,C5L36_0C03510,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384207,C5L36_0C03520,C5L36_0C03520,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384208,C5L36_0C03530,C5L36_0C03530,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384209,C5L36_0C03540,C5L36_0C03540,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384210,C5L36_0C03550,C5L36_0C03550,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384211,C5L36_0C03560,C5L36_0C03560,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384212,C5L36_0C03570,C5L36_0C03570,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384213,C5L36_0C03580,C5L36_0C03580,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384214,C5L36_0C03590,C5L36_0C03590,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384215,C5L36_0C03600,C5L36_0C03600,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384216,C5L36_0C03610,C5L36_0C03610,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384217,C5L36_0C03620,C5L36_0C03620,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384218,C5L36_0C03630,C5L36_0C03630,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384219,C5L36_0C03640,C5L36_0C03640,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384220,C5L36_0C03645,C5L36_0C03645,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384221,C5L36_0C03650,C5L36_0C03650,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384222,C5L36_0C03660,C5L36_0C03660,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384223,C5L36_0C03670,C5L36_0C03670,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384224,C5L36_0C03675,C5L36_0C03675,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384225,C5L36_0C03680,C5L36_0C03680,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384226,C5L36_0C03690,C5L36_0C03690,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384227,C5L36_0C03695,C5L36_0C03695,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384228,C5L36_0C03700,C5L36_0C03700,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384229,C5L36_0C03710,C5L36_0C03710,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384230,C5L36_0C03720,C5L36_0C03720,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384231,C5L36_0C03730,C5L36_0C03730,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384232,C5L36_0C03740,C5L36_0C03740,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384233,C5L36_0C03750,C5L36_0C03750,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384234,C5L36_0C03760,C5L36_0C03760,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384235,C5L36_0C03770,C5L36_0C03770,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384236,C5L36_0C03780,C5L36_0C03780,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384237,C5L36_0C03790,C5L36_0C03790,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384238,C5L36_0C03800,C5L36_0C03800,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384239,C5L36_0C03810,C5L36_0C03810,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384240,C5L36_0C03820,C5L36_0C03820,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384241,C5L36_0C03830,C5L36_0C03830,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384242,C5L36_0C03840,C5L36_0C03840,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384243,C5L36_0C03850,C5L36_0C03850,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384244,C5L36_0C03860,C5L36_0C03860,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384245,C5L36_0C03870,C5L36_0C03870,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384246,C5L36_0C03880,C5L36_0C03880,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384247,C5L36_0C03890,C5L36_0C03890,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384248,C5L36_0C03900,C5L36_0C03900,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384249,C5L36_0C03910,C5L36_0C03910,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384250,C5L36_0C03920,C5L36_0C03920,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384251,C5L36_0C03930,C5L36_0C03930,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384252,C5L36_0C03940,C5L36_0C03940,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384253,C5L36_0C03950,C5L36_0C03950,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384254,C5L36_0C03960,C5L36_0C03960,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384255,C5L36_0C03970,C5L36_0C03970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384256,C5L36_0C03975,C5L36_0C03975,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384257,C5L36_0C03980,C5L36_0C03980,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384258,C5L36_0C03990,C5L36_0C03990,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384259,C5L36_0C04000,C5L36_0C04000,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384260,C5L36_0C04010,C5L36_0C04010,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384261,C5L36_0C04020,C5L36_0C04020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384262,C5L36_0C04030,C5L36_0C04030,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384263,C5L36_0C04040,C5L36_0C04040,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384264,C5L36_0C04050,C5L36_0C04050,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384265,C5L36_0C04060,C5L36_0C04060,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384266,C5L36_0C04070,C5L36_0C04070,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384267,C5L36_0C04080,C5L36_0C04080,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384268,C5L36_0C04090,C5L36_0C04090,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
