#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36567893,C7M61_004506,C7M61_004506,-,-,Unknown,-,26S protease regulatory subunit 6A,protein-coding,-,-,-,26S protease regulatory subunit 6A,20200919,-
418784,36567894,C7M61_004507,C7M61_004507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567895,C7M61_004508,C7M61_004508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
418784,36567896,C7M61_004509,C7M61_004509,-,-,Unknown,-,RuvB-like helicase 1,protein-coding,-,-,-,RuvB-like helicase 1,20200919,-
418784,36567897,C7M61_004510,C7M61_004510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567898,C7M61_004511,C7M61_004511,-,-,Unknown,-,"T-complex protein 1, zeta subunit",protein-coding,-,-,-,"T-complex protein 1, zeta subunit",20200919,-
418784,36567899,C7M61_004512,C7M61_004512,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36567900,C7M61_004513,C7M61_004513,-,-,Unknown,-,"methionine aminopeptidase, type I",protein-coding,-,-,-,"methionine aminopeptidase, type I",20200919,-
418784,36567901,C7M61_004514,C7M61_004514,-,-,Unknown,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20200919,-
418784,36567902,C7M61_004515,C7M61_004515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567903,C7M61_004516,C7M61_004516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567904,C7M61_004517,C7M61_004517,-,-,Unknown,-,dephospho-CoA kinase,protein-coding,-,-,-,dephospho-CoA kinase,20200919,-
418784,36567905,C7M61_004518,C7M61_004518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567906,C7M61_004519,C7M61_004519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567907,C7M61_004520,C7M61_004520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567908,C7M61_004521,C7M61_004521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567909,C7M61_004522,C7M61_004522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567910,C7M61_004523,C7M61_004523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567911,C7M61_004524,C7M61_004524,-,-,Unknown,-,60S acidic ribosomal protein P2-B,protein-coding,-,-,-,60S acidic ribosomal protein P2-B,20200919,-
418784,36567912,C7M61_004525,C7M61_004525,-,-,Unknown,-,40S ribosomal protein S15,protein-coding,-,-,-,40S ribosomal protein S15,20200919,-
418784,36567913,C7M61_004526,C7M61_004526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567914,C7M61_004527,C7M61_004527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567915,C7M61_004528,C7M61_004528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567916,C7M61_004529,C7M61_004529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567917,C7M61_004530,C7M61_004530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567918,C7M61_004531,C7M61_004531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567919,C7M61_004532,C7M61_004532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567920,C7M61_004533,C7M61_004533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567921,C7M61_004534,C7M61_004534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567922,C7M61_004535,C7M61_004535,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567923,C7M61_004536,C7M61_004536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567924,C7M61_004537,C7M61_004537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567925,C7M61_004538,C7M61_004538,-,-,Unknown,-,methylenetetrahydrofolate reductase,protein-coding,-,-,-,methylenetetrahydrofolate reductase,20200919,-
418784,36567926,C7M61_004539,C7M61_004539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567927,C7M61_004540,C7M61_004540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567928,C7M61_004541,C7M61_004541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567929,C7M61_004542,C7M61_004542,-,-,Unknown,-,porphobilinogen deaminase,protein-coding,-,-,-,porphobilinogen deaminase,20200919,-
418784,36567930,C7M61_004543,C7M61_004543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567931,C7M61_004544,C7M61_004544,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567932,C7M61_004545,C7M61_004545,-,-,Unknown,-,serine/threonine-protein kinase SSN3,protein-coding,-,-,-,serine/threonine-protein kinase SSN3,20200919,-
418784,36567933,C7M61_004546,C7M61_004546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567934,C7M61_004547,C7M61_004547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567935,C7M61_004548,C7M61_004548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567936,C7M61_004549,C7M61_004549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567937,C7M61_004550,C7M61_004550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567938,C7M61_004551,C7M61_004551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567939,C7M61_004552,C7M61_004552,-,-,Unknown,-,acetyl-CoA acetyltransferase IA,protein-coding,-,-,-,acetyl-CoA acetyltransferase IA,20200919,-
418784,36567940,C7M61_004553,C7M61_004553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567941,C7M61_004554,C7M61_004554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567942,C7M61_004555,C7M61_004555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567943,C7M61_004556,C7M61_004556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567944,C7M61_004557,C7M61_004557,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567945,C7M61_004558,C7M61_004558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567946,C7M61_004559,C7M61_004559,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567947,C7M61_004560,C7M61_004560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567948,C7M61_004561,C7M61_004561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567949,C7M61_004562,C7M61_004562,-,-,Unknown,-,"homocitrate synthase, mitochondrial",protein-coding,-,-,-,"homocitrate synthase, mitochondrial",20200919,-
418784,36567950,C7M61_004563,C7M61_004563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567951,C7M61_004564,C7M61_004564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567952,C7M61_004565,C7M61_004565,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567953,C7M61_004566,C7M61_004566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567954,C7M61_004567,C7M61_004567,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567955,C7M61_004568,C7M61_004568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567956,C7M61_004569,C7M61_004569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567957,C7M61_004570,C7M61_004570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567958,C7M61_004571,C7M61_004571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567959,C7M61_004572,C7M61_004572,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567960,C7M61_004573,C7M61_004573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567961,C7M61_004574,C7M61_004574,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567962,C7M61_004575,C7M61_004575,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567963,C7M61_004576,C7M61_004576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567964,C7M61_004577,C7M61_004577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567965,C7M61_004578,C7M61_004578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567966,C7M61_004579,C7M61_004579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567967,C7M61_004580,C7M61_004580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567968,C7M61_004581,C7M61_004581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567969,C7M61_004582,C7M61_004582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567970,C7M61_004583,C7M61_004583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567971,C7M61_004584,C7M61_004584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567972,C7M61_004585,C7M61_004585,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567973,C7M61_004586,C7M61_004586,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567974,C7M61_004587,C7M61_004587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567975,C7M61_004588,C7M61_004588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567976,C7M61_004589,C7M61_004589,-,-,Unknown,-,FK506-binding protein 1,protein-coding,-,-,-,FK506-binding protein 1,20200919,-
418784,36567977,C7M61_004590,C7M61_004590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567978,C7M61_004591,C7M61_004591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567979,C7M61_004592,C7M61_004592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567980,C7M61_004593,C7M61_004593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567981,C7M61_004594,C7M61_004594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567982,C7M61_004595,C7M61_004595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567983,C7M61_004596,C7M61_004596,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567984,C7M61_004597,C7M61_004597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567985,C7M61_004598,C7M61_004598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567986,C7M61_004599,C7M61_004599,-,-,Unknown,-,TIGR01456 family HAD hydrolase,protein-coding,-,-,-,TIGR01456 family HAD hydrolase,20200919,-
418784,36567987,C7M61_004600,C7M61_004600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567988,C7M61_004601,C7M61_004601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567989,C7M61_004602,C7M61_004602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567990,C7M61_004603,C7M61_004603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567991,C7M61_004604,C7M61_004604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567992,C7M61_004605,C7M61_004605,-,-,Unknown,-,DNA-directed RNA polymerase II subunit RPB2,protein-coding,-,-,-,DNA-directed RNA polymerase II subunit RPB2,20200919,-
418784,36567993,C7M61_004606,C7M61_004606,-,-,Unknown,-,ribosomal protein L13,protein-coding,-,-,-,ribosomal protein L13,20200919,-
418784,36567994,C7M61_004607,C7M61_004607,-,-,Unknown,-,DNA-directed RNA polymerase II subunit rpb7,protein-coding,-,-,-,DNA-directed RNA polymerase II subunit rpb7,20200919,-
418784,36567995,C7M61_004608,C7M61_004608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567996,C7M61_004609,C7M61_004609,-,-,Unknown,-,"arginine-tRNA ligase, cytoplasmic",protein-coding,-,-,-,"arginine-tRNA ligase, cytoplasmic",20200919,-
418784,36567997,C7M61_004610,C7M61_004610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567998,C7M61_004611,C7M61_004611,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36567999,C7M61_004612,C7M61_004612,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568000,C7M61_004613,C7M61_004613,-,-,Unknown,-,rRNA-processing protein FCF1,protein-coding,-,-,-,rRNA-processing protein FCF1,20200919,-
418784,36568001,C7M61_004614,C7M61_004614,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568002,C7M61_004615,C7M61_004615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568003,C7M61_004616,C7M61_004616,-,-,Unknown,-,inosine triphosphate pyrophosphatase,protein-coding,-,-,-,inosine triphosphate pyrophosphatase,20200919,-
418784,36568004,C7M61_004617,C7M61_004617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568005,C7M61_004618,C7M61_004618,-,-,Unknown,-,thiamine pyrophosphokinase,protein-coding,-,-,-,thiamine pyrophosphokinase,20200919,-
418784,36568006,C7M61_004619,C7M61_004619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
418784,36568007,C7M61_004620,C7M61_004620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568008,C7M61_004621,C7M61_004621,-,-,Unknown,-,"respiratory supercomplex factor 1, mitochondrial",protein-coding,-,-,-,"respiratory supercomplex factor 1, mitochondrial",20200919,-
418784,36568009,C7M61_004622,C7M61_004622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568010,C7M61_004623,C7M61_004623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568011,C7M61_004624,C7M61_004624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568012,C7M61_004625,C7M61_004625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568013,C7M61_004626,C7M61_004626,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568014,C7M61_004627,C7M61_004627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568015,C7M61_004628,C7M61_004628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568016,C7M61_004629,C7M61_004629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568017,C7M61_004630,C7M61_004630,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36568018,C7M61_004631,C7M61_004631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568019,C7M61_004632,C7M61_004632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568020,C7M61_004633,C7M61_004633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568021,C7M61_004634,C7M61_004634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568022,C7M61_004635,C7M61_004635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568023,C7M61_004636,C7M61_004636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568024,C7M61_004637,C7M61_004637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568025,C7M61_004638,C7M61_004638,-,-,Unknown,-,peroxiredoxin TSA1,protein-coding,-,-,-,peroxiredoxin TSA1,20200919,-
418784,36568026,C7M61_004639,C7M61_004639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568027,C7M61_004640,C7M61_004640,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568028,C7M61_004641,C7M61_004641,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36568029,C7M61_004642,C7M61_004642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568030,C7M61_004643,C7M61_004643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568031,C7M61_004644,C7M61_004644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568032,C7M61_004645,C7M61_004645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568033,C7M61_004646,C7M61_004646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568034,C7M61_004647,C7M61_004647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568035,C7M61_004648,C7M61_004648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568036,C7M61_004649,C7M61_004649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568037,C7M61_004650,C7M61_004650,-,-,Unknown,-,ubiquitin-40S ribosomal protein S27a,protein-coding,-,-,-,ubiquitin-40S ribosomal protein S27a,20200919,-
418784,36568038,C7M61_004651,C7M61_004651,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568039,C7M61_004652,C7M61_004652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568040,C7M61_004653,C7M61_004653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568041,C7M61_004654,C7M61_004654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568042,C7M61_004655,C7M61_004655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568043,C7M61_004656,C7M61_004656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568044,C7M61_004657,C7M61_004657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568045,C7M61_004658,C7M61_004658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568046,C7M61_004659,C7M61_004659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568047,C7M61_004660,C7M61_004660,-,-,Unknown,-,lipoyl(octanoyl) transferase,protein-coding,-,-,-,lipoyl(octanoyl) transferase,20200919,-
418784,36568048,C7M61_004661,C7M61_004661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568049,C7M61_004662,C7M61_004662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568050,C7M61_004663,C7M61_004663,-,-,Unknown,-,"ubiquinone biosynthesis protein COQ4, mitochondrial",protein-coding,-,-,-,"ubiquinone biosynthesis protein COQ4, mitochondrial",20200919,-
418784,36568051,C7M61_004664,C7M61_004664,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568052,C7M61_004665,C7M61_004665,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568053,C7M61_004666,C7M61_004666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568054,C7M61_004667,C7M61_004667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568055,C7M61_004668,C7M61_004668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568056,C7M61_004669,C7M61_004669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568057,C7M61_004670,C7M61_004670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568058,C7M61_004671,C7M61_004671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568059,C7M61_004672,C7M61_004672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568060,C7M61_004673,C7M61_004673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568061,C7M61_004674,C7M61_004674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568062,C7M61_004675,C7M61_004675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568063,C7M61_004676,C7M61_004676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568064,C7M61_004677,C7M61_004677,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568065,C7M61_004678,C7M61_004678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568066,C7M61_004679,C7M61_004679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568067,C7M61_004680,C7M61_004680,-,-,Unknown,-,"glycine-tRNA ligase 1, mitochondrial",protein-coding,-,-,-,"glycine-tRNA ligase 1, mitochondrial",20200919,-
418784,36568068,C7M61_004681,C7M61_004681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568069,C7M61_004682,C7M61_004682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568070,C7M61_004683,C7M61_004683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568071,C7M61_004684,C7M61_004684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568072,C7M61_004685,C7M61_004685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568073,C7M61_004686,C7M61_004686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568074,C7M61_004687,C7M61_004687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568075,C7M61_004688,C7M61_004688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568076,C7M61_004689,C7M61_004689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568077,C7M61_004690,C7M61_004690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568078,C7M61_004691,C7M61_004691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568079,C7M61_004692,C7M61_004692,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568080,C7M61_004693,C7M61_004693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568081,C7M61_004694,C7M61_004694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568082,C7M61_004695,C7M61_004695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568083,C7M61_004696,C7M61_004696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568084,C7M61_004697,C7M61_004697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568085,C7M61_004698,C7M61_004698,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568086,C7M61_004699,C7M61_004699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568087,C7M61_004700,C7M61_004700,-,-,Unknown,-,ATP-dependent rRNA helicase RRP3,protein-coding,-,-,-,ATP-dependent rRNA helicase RRP3,20200919,-
418784,36568088,C7M61_004701,C7M61_004701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568089,C7M61_004702,C7M61_004702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
