#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1051616,26834848,atp9,AYB92_gp14,-,-,MT,-,ATP synthase F0 subunit 9,protein-coding,-,-,-,ATP synthase F0 subunit 9,20210417,-
1051616,39607428,D7B24_003739,D7B24_003739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607429,D7B24_003740,D7B24_003740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607430,D7B24_003741,D7B24_003741,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607431,D7B24_003742,D7B24_003742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607432,D7B24_003743,D7B24_003743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607433,D7B24_003744,D7B24_003744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607434,D7B24_003745,D7B24_003745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607435,PKS7,D7B24_003746,-,-,Unknown,-,polyketide synthase,protein-coding,-,-,-,polyketide synthase,20200515,-
1051616,39607436,D7B24_003747,D7B24_003747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607437,D7B24_003748,D7B24_003748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607438,D7B24_003749,D7B24_003749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607439,D7B24_003750,D7B24_003750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607440,D7B24_003751,D7B24_003751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607441,D7B24_003752,D7B24_003752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607442,D7B24_003753,D7B24_003753,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607443,D7B24_003754,D7B24_003754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607444,D7B24_003755,D7B24_003755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607445,D7B24_003756,D7B24_003756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607446,D7B24_003757,D7B24_003757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607447,D7B24_003758,D7B24_003758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607448,D7B24_003759,D7B24_003759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607449,D7B24_003760,D7B24_003760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607450,D7B24_003761,D7B24_003761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607451,D7B24_003762,D7B24_003762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210123,-
1051616,39607452,D7B24_003763,D7B24_003763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607453,UBP12,D7B24_003764,-,-,Unknown,-,CSN-associated deubiquitinating enzyme Ubp12,protein-coding,-,-,-,CSN-associated deubiquitinating enzyme Ubp12,20200515,-
1051616,39607454,PDE2,D7B24_003765,-,-,Unknown,-,"3',5'-cyclic-nucleotide phosphodiesterase",protein-coding,-,-,-,"3',5'-cyclic-nucleotide phosphodiesterase",20200515,-
1051616,39607455,D7B24_003766,D7B24_003766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607456,D7B24_003767,D7B24_003767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607457,RPS18,D7B24_003768,-,-,Unknown,-,ribosomal 40S subunit protein S18B,protein-coding,-,-,-,ribosomal 40S subunit protein S18B,20200515,-
1051616,39607458,D7B24_003769,D7B24_003769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607459,SERAC1_1,D7B24_003770,-,-,Unknown,-,Serine active site containing protein 1,protein-coding,-,-,-,Serine active site containing protein 1,20200515,-
1051616,39607460,SERAC1_2,D7B24_003771,-,-,Unknown,-,Serine active site containing protein 1,protein-coding,-,-,-,Serine active site containing protein 1,20200515,-
1051616,39607461,D7B24_003772,D7B24_003772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607462,D7B24_003773,D7B24_003773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607463,CEG1,D7B24_003774,-,-,Unknown,-,Dcp1p-Dcp2p decapping enzyme complex alpha subunit,protein-coding,-,-,-,Dcp1p-Dcp2p decapping enzyme complex alpha subunit,20200515,-
1051616,39607464,D7B24_003775,D7B24_003775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607465,D7B24_003776,D7B24_003776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607466,D7B24_003777,D7B24_003777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607467,ULK2,D7B24_003778,-,-,Unknown,-,Serine/threonine-protein kinase ulk2,protein-coding,-,-,-,Serine/threonine-protein kinase ulk2,20200515,-
1051616,39607468,CAR2,D7B24_003779,-,-,Unknown,-,ornithine aminotransferase,protein-coding,-,-,-,ornithine aminotransferase,20200515,-
1051616,39607469,GPI10,D7B24_003780,-,-,Unknown,-,glycosylphosphatidylinositol anchor biosynthesis,protein-coding,-,-,-,glycosylphosphatidylinositol anchor biosynthesis,20200515,-
1051616,39607470,D7B24_003781,D7B24_003781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607471,D7B24_003782,D7B24_003782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607472,D7B24_003783,D7B24_003783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607473,TRP1,D7B24_003784,-,-,Unknown,-,bifunctional tryptophan synthase trp1,protein-coding,-,-,-,bifunctional tryptophan synthase trp1,20200515,-
1051616,39607474,D7B24_003785,D7B24_003785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607475,D7B24_003786,D7B24_003786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607476,D7B24_003787,D7B24_003787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607477,GPA1,D7B24_003788,-,-,Unknown,-,guanine nucleotide-binding protein subunit alpha,protein-coding,-,-,-,guanine nucleotide-binding protein subunit alpha,20200515,-
1051616,39607478,D7B24_003789,D7B24_003789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607479,D7B24_003790,D7B24_003790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607480,CWC21,D7B24_003791,-,-,Unknown,-,RNA-splicing factor,protein-coding,-,-,-,RNA-splicing factor,20200515,-
1051616,39607481,D7B24_003792,D7B24_003792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607482,D7B24_003793,D7B24_003793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607483,D7B24_003794,D7B24_003794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607484,D7B24_003795,D7B24_003795,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607485,D7B24_003796,D7B24_003796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607486,D7B24_003797,D7B24_003797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607487,D7B24_003798,D7B24_003798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607488,D7B24_003799,D7B24_003799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607489,LIG4,D7B24_003800,-,-,Unknown,-,DNA ligase (ATP),protein-coding,-,-,-,DNA ligase (ATP),20200515,-
1051616,39607490,D7B24_003801,D7B24_003801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607491,D7B24_003802,D7B24_003802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607492,D7B24_003803,D7B24_003803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607493,D7B24_003804,D7B24_003804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607494,D7B24_003805,D7B24_003805,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39607495,D7B24_003806,D7B24_003806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607496,D7B24_003807,D7B24_003807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607497,D7B24_003808,D7B24_003808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607498,D7B24_003809,D7B24_003809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607499,D7B24_003810,D7B24_003810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607500,D7B24_003811,D7B24_003811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607501,D7B24_003812,D7B24_003812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607502,D7B24_003813,D7B24_003813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607503,D7B24_003814,D7B24_003814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607504,D7B24_003815,D7B24_003815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607505,D7B24_003816,D7B24_003816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607506,GDH2,D7B24_003817,-,-,Unknown,-,NAD-dependent glutamate dehydrogenase,protein-coding,-,-,-,NAD-dependent glutamate dehydrogenase,20200515,-
1051616,39607507,D7B24_003818,D7B24_003818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607508,D7B24_003819,D7B24_003819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607509,D7B24_003820,D7B24_003820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607510,RPL32,D7B24_003821,-,-,Unknown,-,60S ribosomal protein L32,protein-coding,-,-,-,60S ribosomal protein L32,20200515,-
1051616,39607511,D7B24_003822,D7B24_003822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607512,MSE1,D7B24_003823,-,-,Unknown,-,Glutamate--tRNA ligase mitochondrial,protein-coding,-,-,-,Glutamate--tRNA ligase mitochondrial,20200515,-
1051616,39607513,NCF2,D7B24_003824,-,-,Unknown,-,Neutrophil cytosol factor 2,protein-coding,-,-,-,Neutrophil cytosol factor 2,20200515,-
1051616,39607514,CCS1,D7B24_003825,-,-,Unknown,-,copper chaperone,protein-coding,-,-,-,copper chaperone,20200515,-
1051616,39607515,MRPL23,D7B24_003826,-,-,Unknown,-,"54S ribosomal protein L23, mitochondrial",protein-coding,-,-,-,"54S ribosomal protein L23, mitochondrial",20200515,-
1051616,39607516,D7B24_003827,D7B24_003827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607517,D7B24_003828,D7B24_003828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607518,D7B24_003829,D7B24_003829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607519,DBP2,D7B24_003830,-,-,Unknown,-,ATP-dependent RNA helicase dbp2,protein-coding,-,-,-,ATP-dependent RNA helicase dbp2,20200515,-
1051616,39607520,D7B24_003831,D7B24_003831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607521,D7B24_003832,D7B24_003832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39607522,D7B24_003833,D7B24_003833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607523,D7B24_003834,D7B24_003834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607524,D7B24_003835,D7B24_003835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607525,DIS3,D7B24_003836,-,-,Unknown,-,exosome catalytic subunit dis3,protein-coding,-,-,-,exosome catalytic subunit dis3,20200515,-
1051616,39607526,GNL3,D7B24_003837,-,-,Unknown,-,Guanine nucleotide-binding protein-like 3,protein-coding,-,-,-,Guanine nucleotide-binding protein-like 3,20200515,-
1051616,39607527,D7B24_003838,D7B24_003838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607528,D7B24_003839,D7B24_003839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607529,D7B24_003840,D7B24_003840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607530,D7B24_003841,D7B24_003841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607531,MSH2,D7B24_003842,-,-,Unknown,-,MutS-like protein,protein-coding,-,-,-,MutS-like protein,20200515,-
1051616,39607532,TRM10,D7B24_003843,-,-,Unknown,-,tRNA (guanine(9)-N(1))-methyltransferase,protein-coding,-,-,-,tRNA (guanine(9)-N(1))-methyltransferase,20200515,-
1051616,39607533,D7B24_003844,D7B24_003844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607534,SKN7,D7B24_003845,-,-,Unknown,-,kinase-regulated stress-responsive transcription factor skn7,protein-coding,-,-,-,kinase-regulated stress-responsive transcription factor skn7,20200515,-
1051616,39607535,D7B24_003846,D7B24_003846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607536,ISM1,D7B24_003847,-,-,Unknown,-,isoleucine-tRNA ligase,protein-coding,-,-,-,isoleucine-tRNA ligase,20200515,-
1051616,39607537,D7B24_003848,D7B24_003848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607538,D7B24_003849,D7B24_003849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607539,D7B24_003850,D7B24_003850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607540,D7B24_003851,D7B24_003851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607541,VPS74,D7B24_003852,-,-,Unknown,-,Vacuolar protein sorting-associated protein 74,protein-coding,-,-,-,Vacuolar protein sorting-associated protein 74,20200515,-
1051616,39607542,D7B24_003853,D7B24_003853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607543,D7B24_003854,D7B24_003854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607544,D7B24_003855,D7B24_003855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607545,D7B24_003856,D7B24_003856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607546,D7B24_003857,D7B24_003857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607547,D7B24_003858,D7B24_003858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607548,CYS12,D7B24_003859,-,-,Unknown,-,Cysteine synthase 2,protein-coding,-,-,-,Cysteine synthase 2,20200515,-
1051616,39607549,DST1,D7B24_003860,-,-,Unknown,-,RNA polymerase II elongation factor,protein-coding,-,-,-,RNA polymerase II elongation factor,20200515,-
1051616,39607550,D7B24_003861,D7B24_003861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607551,D7B24_003862,D7B24_003862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607552,D7B24_003863,D7B24_003863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607553,D7B24_003864,D7B24_003864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607554,D7B24_003865,D7B24_003865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607555,URE1,D7B24_003866,-,-,Unknown,-,Urease,protein-coding,-,-,-,Urease,20200515,-
1051616,39607556,TADA3,D7B24_003867,-,-,Unknown,-,transcriptional adaptor 3,protein-coding,-,-,-,transcriptional adaptor 3,20200515,-
1051616,39607557,D7B24_003868,D7B24_003868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607558,D7B24_003869,D7B24_003869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607559,PAN1,D7B24_003870,-,-,Unknown,-,actin organization and endocytosis protein,protein-coding,-,-,-,actin organization and endocytosis protein,20200515,-
1051616,39607560,D7B24_003871,D7B24_003871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607561,D7B24_003872,D7B24_003872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607562,GPI13,D7B24_003873,-,-,Unknown,-,mannose-ethanolamine phosphotransferase gpi13,protein-coding,-,-,-,mannose-ethanolamine phosphotransferase gpi13,20200515,-
1051616,39607563,D7B24_003874,D7B24_003874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607564,D7B24_003875,D7B24_003875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607565,D7B24_003876,D7B24_003876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607566,D7B24_003877,D7B24_003877,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607567,D7B24_003878,D7B24_003878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607568,RPB1,D7B24_003879,-,-,Unknown,-,DNA-directed RNA polymerase II subunit rpb1,protein-coding,-,-,-,DNA-directed RNA polymerase II subunit rpb1,20200515,-
1051616,39607569,RBBP5,D7B24_003880,-,-,Unknown,-,Retinoblastoma-binding protein 5,protein-coding,-,-,-,Retinoblastoma-binding protein 5,20200515,-
1051616,39607570,THG1,D7B24_003881,-,-,Unknown,-,tRNA-His guanylyltransferase,protein-coding,-,-,-,tRNA-His guanylyltransferase,20200515,-
1051616,39607571,D7B24_003882,D7B24_003882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607572,LYS1_2,D7B24_003883,-,-,Unknown,-,Saccharopine dehydrogenase,protein-coding,-,-,-,Saccharopine dehydrogenase,20200515,-
1051616,39607573,D7B24_003884,D7B24_003884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607574,D7B24_003885,D7B24_003885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607575,D7B24_003886,D7B24_003886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607576,CKS1,D7B24_003887,-,-,Unknown,-,Cyclin-dependent kinases regulatory subunit (Cell division control protein cks1),protein-coding,-,-,-,Cyclin-dependent kinases regulatory subunit (Cell division control protein cks1),20210123,-
1051616,39607577,D7B24_003888,D7B24_003888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607578,ERO1,D7B24_003889,-,-,Unknown,-,endoplasmic oxidoreductin-1,protein-coding,-,-,-,endoplasmic oxidoreductin-1,20200515,-
1051616,39607579,USB1,D7B24_003890,-,-,Unknown,-,nuclease,protein-coding,-,-,-,nuclease,20200515,-
1051616,39607580,D7B24_003891,D7B24_003891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607581,D7B24_003892,D7B24_003892,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39607582,D7B24_003893,D7B24_003893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607583,D7B24_003894,D7B24_003894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607584,PRP8,D7B24_003895,-,-,Unknown,-,pre-mRNA-splicing factor 8,protein-coding,-,-,-,pre-mRNA-splicing factor 8,20200515,-
1051616,39607585,NIP1,D7B24_003896,-,-,Unknown,-,Translation initiation factor 3 subunit c,protein-coding,-,-,-,Translation initiation factor 3 subunit c,20200515,-
1051616,39607586,D7B24_003897,D7B24_003897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607587,D7B24_003898,D7B24_003898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607588,D7B24_003899,D7B24_003899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607589,D7B24_003900,D7B24_003900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607590,D7B24_003901,D7B24_003901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607591,D7B24_003902,D7B24_003902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607592,D7B24_003903,D7B24_003903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607593,D7B24_003904,D7B24_003904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607594,SES1,D7B24_003905,-,-,Unknown,-,Cytosolic seryl-tRNA synthetase,protein-coding,-,-,-,Cytosolic seryl-tRNA synthetase,20200515,-
1051616,39607595,D7B24_003906,D7B24_003906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607596,D7B24_003907,D7B24_003907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607597,TOP1,D7B24_003908,-,-,Unknown,-,DNA topoisomerase 1,protein-coding,-,-,-,DNA topoisomerase 1,20200515,-
1051616,39607598,ATP3_1,D7B24_003909,-,-,Unknown,-,atp3 gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase,protein-coding,-,-,-,atp3 gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase,20200515,-
1051616,39607599,D7B24_003910,D7B24_003910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607600,D7B24_003911,D7B24_003911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607601,D7B24_003912,D7B24_003912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607602,D7B24_003913,D7B24_003913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607603,D7B24_003914,D7B24_003914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607604,D7B24_003915,D7B24_003915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607605,D7B24_003916,D7B24_003916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607606,D7B24_003917,D7B24_003917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607607,D7B24_003918,D7B24_003918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607608,D7B24_003919,D7B24_003919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607609,D7B24_003920,D7B24_003920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607610,CPB2_2,D7B24_003921,-,-,Unknown,-,corticosteroid- binding protein,protein-coding,-,-,-,corticosteroid- binding protein,20200515,-
1051616,39607611,D7B24_003922,D7B24_003922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607612,D7B24_003923,D7B24_003923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607613,D7B24_003924,D7B24_003924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607614,D7B24_003925,D7B24_003925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607615,D7B24_003926,D7B24_003926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39607616,D7B24_003927,D7B24_003927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
