#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2047,9923519,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Actinomyces dentocariosus; Nocardia dentocariosus; Nocardia salivae; Rothia denticariosa.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20150424,-
2047,32322479,ES20_RS06185,ES20_RS06185,ES20_06305,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322485,ES20_RS06190,ES20_RS06190,ES20_06310,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322487,ES20_RS05635,ES20_RS05635,ES20_05730,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322494,ES20_RS05625,ES20_RS05625,ES20_05720,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322495,ES20_RS05170,ES20_RS05170,ES20_05255,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322501,ES20_RS05210,ES20_RS05210,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322502,ES20_RS05580,ES20_RS05580,ES20_05675,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322510,ES20_RS05840,ES20_RS05840,ES20_05945,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322512,ES20_RS05810,ES20_RS05810,ES20_05915,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322522,ES20_RS05775,ES20_RS05775,ES20_05875,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322524,ES20_RS05805,ES20_RS05805,ES20_05910,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322525,ES20_RS05275,ES20_RS05275,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322526,ES20_RS06130,ES20_RS06130,ES20_06245,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170520,-
2047,32322531,ES20_RS05925,ES20_RS05925,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322532,ES20_RS06150,ES20_RS06150,ES20_06270,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322533,ES20_RS05870,ES20_RS05870,ES20_05980,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322539,ES20_RS05880,ES20_RS05880,ES20_05990,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322540,ES20_RS05915,ES20_RS05915,ES20_06025,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322542,ES20_RS05875,ES20_RS05875,ES20_05985,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322544,ES20_RS05910,ES20_RS05910,ES20_06020,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322557,ES20_RS05960,ES20_RS05960,ES20_06070,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322563,ES20_RS05940,ES20_RS05940,ES20_06050,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322565,ES20_RS05425,ES20_RS05425,ES20_05515,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322566,ES20_RS05965,ES20_RS05965,ES20_06075,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322568,ES20_RS06030,ES20_RS06030,ES20_06145,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322569,ES20_RS06140,ES20_RS06140,ES20_06260,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322573,ES20_RS06025,ES20_RS06025,ES20_06140,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322579,ES20_RS06055,ES20_RS06055,ES20_06170,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322586,ES20_RS11780,ES20_RS11780,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322589,ES20_RS05515,ES20_RS05515,ES20_05610,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322590,ES20_RS05535,ES20_RS05535,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322593,ES20_RS05510,ES20_RS05510,ES20_05600,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322594,ES20_RS05530,ES20_RS05530,ES20_05625,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322602,ES20_RS06075,ES20_RS06075,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
2047,32322604,ES20_RS05505,ES20_RS05505,ES20_05595,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322605,ES20_RS06070,ES20_RS06070,ES20_06185,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322612,ES20_RS05660,ES20_RS05660,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322615,ES20_RS05655,ES20_RS05655,ES20_05750,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322617,ES20_RS05770,ES20_RS05770,ES20_05870,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32322626,ES20_RS06280,ES20_RS06280,ES20_06410,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322639,ES20_RS12100,ES20_RS12100,ES20_04870,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
2047,32322641,ES20_RS04780,ES20_RS04780,ES20_04855,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322642,ES20_RS04740,ES20_RS04740,ES20_04815,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322644,ES20_RS04755,ES20_RS04755,ES20_04830,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32322649,ES20_RS04545,ES20_RS04545,ES20_04610,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322652,ES20_RS04695,ES20_RS04695,ES20_04765,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322659,ES20_RS04705,ES20_RS04705,ES20_04780,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322662,ES20_RS04565,ES20_RS04565,ES20_04630,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322663,ES20_RS04710,ES20_RS04710,ES20_04785,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322664,ES20_RS04660,ES20_RS04660,ES20_04730,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
2047,32322665,ES20_RS04450,ES20_RS04450,ES20_04510,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322666,ES20_RS04595,ES20_RS04595,ES20_04665,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322668,ES20_RS04910,ES20_RS04910,ES20_04985,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322673,ES20_RS04540,ES20_RS04540,ES20_04605,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322676,ES20_RS04485,ES20_RS04485,ES20_04550,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322681,ES20_RS04655,ES20_RS04655,ES20_04725,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322686,ES20_RS04580,ES20_RS04580,ES20_04650,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322688,ES20_RS11760,ES20_RS11760,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322690,ES20_RS04800,ES20_RS04800,ES20_04875,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322694,ES20_RS04575,ES20_RS04575,ES20_04640,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322702,ES20_RS04745,ES20_RS04745,ES20_04820,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322706,ES20_RS11750,ES20_RS11750,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322709,ES20_RS04830,ES20_RS04830,ES20_04905,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322711,ES20_RS04805,ES20_RS04805,ES20_04880,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322714,ES20_RS11755,ES20_RS11755,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322715,ES20_RS04890,ES20_RS04890,ES20_04965,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322717,ES20_RS04875,ES20_RS04875,ES20_04950,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322718,ES20_RS04460,ES20_RS04460,ES20_04520,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322726,ES20_RS04950,ES20_RS04950,ES20_05025,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322728,ES20_RS04935,ES20_RS04935,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322730,ES20_RS04945,ES20_RS04945,ES20_05020,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322731,ES20_RS12090,ES20_RS12090,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322733,ES20_RS04915,ES20_RS04915,ES20_04990,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322735,ES20_RS11765,ES20_RS11765,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322737,ES20_RS04440,ES20_RS04440,ES20_04500,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32322742,ES20_RS12085,ES20_RS12085,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322743,ES20_RS12105,ES20_RS12105,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322754,ES20_RS04985,ES20_RS04985,ES20_05065,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322755,ES20_RS04970,ES20_RS04970,ES20_05050,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322770,ES20_RS03790,ES20_RS03790,ES20_03855,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322774,ES20_RS12070,ES20_RS12070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322776,ES20_RS04110,ES20_RS04110,ES20_04170,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322778,ES20_RS03950,ES20_RS03950,ES20_04015,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322781,ES20_RS03730,ES20_RS03730,ES20_03790,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322784,ES20_RS03710,ES20_RS03710,ES20_03770,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322785,ES20_RS03775,ES20_RS03775,ES20_03835,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322791,ES20_RS04180,ES20_RS04180,ES20_04240,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322792,ES20_RS04275,ES20_RS04275,ES20_04335,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322794,ES20_RS03845,ES20_RS03845,ES20_03910,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322799,ES20_RS03665,ES20_RS03665,ES20_03725,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322802,ES20_RS11735,ES20_RS11735,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322809,ES20_RS11730,ES20_RS11730,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322810,ES20_RS11715,ES20_RS11715,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322811,ES20_RS03945,ES20_RS03945,ES20_04010,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322813,ES20_RS03720,ES20_RS03720,ES20_03780,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322820,ES20_RS04200,ES20_RS04200,ES20_04260,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322821,ES20_RS03515,ES20_RS03515,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322826,ES20_RS04090,ES20_RS04090,ES20_04155,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322828,ES20_RS12055,ES20_RS12055,ES20_03850,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322830,ES20_RS04135,ES20_RS04135,ES20_04195,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322832,ES20_RS04120,ES20_RS04120,ES20_04180,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322833,ES20_RS11740,ES20_RS11740,ES20_04185,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322834,ES20_RS11725,ES20_RS11725,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322837,ES20_RS03700,ES20_RS03700,ES20_03760,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322842,ES20_RS03535,ES20_RS03535,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322846,ES20_RS03705,ES20_RS03705,ES20_03765,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322848,ES20_RS03735,ES20_RS03735,ES20_03795,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322850,ES20_RS03725,ES20_RS03725,ES20_03785,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
2047,32322858,ES20_RS12080,ES20_RS12080,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322859,ES20_RS03830,ES20_RS03830,ES20_03895,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322865,ES20_RS04215,ES20_RS04215,ES20_04275,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322868,ES20_RS12060,ES20_RS12060,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322875,ES20_RS03925,ES20_RS03925,ES20_03990,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322877,ES20_RS03935,ES20_RS03935,ES20_04000,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322878,ES20_RS11700,ES20_RS11700,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
2047,32322880,ES20_RS04360,ES20_RS04360,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322887,ES20_RS03910,ES20_RS03910,ES20_03975,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322888,ES20_RS11705,ES20_RS11705,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20190525,-
2047,32322890,ES20_RS03930,ES20_RS03930,ES20_03995,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322894,ES20_RS04300,ES20_RS04300,ES20_04360,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322899,ES20_RS03385,ES20_RS03385,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322902,ES20_RS11720,ES20_RS11720,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322903,ES20_RS03400,ES20_RS03400,ES20_03460,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322904,ES20_RS03660,ES20_RS03660,ES20_03720,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32322908,ES20_RS03365,ES20_RS03365,ES20_03425,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322909,ES20_RS03955,ES20_RS03955,ES20_04020,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322911,ES20_RS04330,ES20_RS04330,ES20_04390,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322917,ES20_RS04335,ES20_RS04335,ES20_04395,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322922,ES20_RS03960,ES20_RS03960,ES20_04025,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
2047,32322926,ES20_RS04055,ES20_RS04055,ES20_04120,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322931,ES20_RS04045,ES20_RS04045,ES20_04110,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210327,-
2047,32322937,ES20_RS04040,ES20_RS04040,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322943,ES20_RS04035,ES20_RS04035,ES20_04100,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322944,ES20_RS03435,ES20_RS03435,ES20_03495,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322945,ES20_RS03440,ES20_RS03440,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322946,ES20_RS03520,ES20_RS03520,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322949,ES20_RS03500,ES20_RS03500,ES20_03560,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322951,ES20_RS03495,ES20_RS03495,ES20_03555,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322952,ES20_RS04065,ES20_RS04065,ES20_04130,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322953,ES20_RS03480,ES20_RS03480,ES20_03540,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322955,ES20_RS03490,ES20_RS03490,ES20_03550,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322956,ES20_RS03525,ES20_RS03525,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322959,ES20_RS04085,ES20_RS04085,ES20_04150,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322966,ES20_RS04130,ES20_RS04130,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322967,ES20_RS03765,ES20_RS03765,ES20_03825,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32322969,ES20_RS04145,ES20_RS04145,ES20_04205,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322970,ES20_RS03715,ES20_RS03715,ES20_03775,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32322973,ES20_RS03995,ES20_RS03995,ES20_04060,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322978,ES20_RS02650,ES20_RS02650,ES20_02695,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322979,ES20_RS02675,ES20_RS02675,ES20_02720,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32322984,ES20_RS02645,ES20_RS02645,ES20_02690,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322988,ES20_RS02405,ES20_RS02405,ES20_02450,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32322995,ES20_RS02515,ES20_RS02515,ES20_02560,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32322999,ES20_RS02400,ES20_RS02400,ES20_02445,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170520,-
2047,32323003,ES20_RS11675,ES20_RS11675,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323006,ES20_RS03315,ES20_RS03315,ES20_03370,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323009,ES20_RS02390,ES20_RS02390,ES20_02435,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323010,ES20_RS03000,ES20_RS03000,ES20_03050,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323011,ES20_RS02395,ES20_RS02395,ES20_02440,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170520,-
2047,32323026,ES20_RS03065,ES20_RS03065,ES20_03115,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323032,ES20_RS02510,ES20_RS02510,ES20_02555,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323038,ES20_RS11680,ES20_RS11680,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323039,ES20_RS12040,ES20_RS12040,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323040,ES20_RS03050,ES20_RS03050,ES20_03100,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323042,ES20_RS02480,ES20_RS02480,ES20_02525,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323043,ES20_RS02795,ES20_RS02795,ES20_02840,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323049,ES20_RS02875,ES20_RS02875,ES20_02920,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323057,ES20_RS03300,ES20_RS03300,ES20_03360,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323067,ES20_RS02640,ES20_RS02640,ES20_02685,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170520,-
2047,32323070,ES20_RS02425,ES20_RS02425,ES20_02470,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323079,ES20_RS03145,ES20_RS03145,ES20_03195,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323080,ES20_RS02430,ES20_RS02430,ES20_02475,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323085,ES20_RS02490,ES20_RS02490,ES20_02535,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323090,ES20_RS02585,ES20_RS02585,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323093,ES20_RS02690,ES20_RS02690,ES20_02735,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323095,ES20_RS11995,ES20_RS11995,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323096,ES20_RS02695,ES20_RS02695,ES20_02740,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323097,ES20_RS02705,ES20_RS02705,ES20_02750,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323099,ES20_RS03235,ES20_RS03235,ES20_03285,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323102,ES20_RS02715,ES20_RS02715,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323103,ES20_RS02710,ES20_RS02710,ES20_02755,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323104,ES20_RS03230,ES20_RS03230,ES20_03280,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323105,ES20_RS02700,ES20_RS02700,ES20_02745,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323107,ES20_RS02435,ES20_RS02435,ES20_02480,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323108,ES20_RS03210,ES20_RS03210,ES20_03260,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323109,ES20_RS03220,ES20_RS03220,ES20_03270,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323110,ES20_RS02685,ES20_RS02685,ES20_02730,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323111,ES20_RS12005,ES20_RS12005,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323114,ES20_RS03215,ES20_RS03215,ES20_03265,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323116,ES20_RS03270,ES20_RS03270,ES20_03325,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323117,ES20_RS03290,ES20_RS03290,ES20_03350,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323121,ES20_RS02790,ES20_RS02790,ES20_02835,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323123,ES20_RS02780,ES20_RS02780,ES20_02825,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323126,ES20_RS03260,ES20_RS03260,ES20_03315,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323127,ES20_RS03280,ES20_RS03280,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323130,ES20_RS03250,ES20_RS03250,ES20_03305,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323132,ES20_RS03255,ES20_RS03255,ES20_03310,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323133,ES20_RS02750,ES20_RS02750,ES20_02795,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323144,ES20_RS02840,ES20_RS02840,ES20_02885,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323149,ES20_RS02930,ES20_RS02930,ES20_02975,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323152,ES20_RS02830,ES20_RS02830,ES20_02875,-,-,-,tRNA,tRNA,-,-,-,-,20170501,-
2047,32323153,ES20_RS03325,ES20_RS03325,ES20_03385,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323155,ES20_RS02810,ES20_RS02810,ES20_02855,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323156,ES20_RS11640,ES20_RS11640,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323161,ES20_RS02850,ES20_RS02850,ES20_02895,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323165,ES20_RS03320,ES20_RS03320,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323168,ES20_RS02485,ES20_RS02485,ES20_02530,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170501,-
2047,32323170,ES20_RS12030,ES20_RS12030,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
2047,32323180,ES20_RS02905,ES20_RS02905,ES20_02950,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
2047,32323181,ES20_RS02870,ES20_RS02870,ES20_02915,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
2047,32323191,ES20_RS11645,ES20_RS11645,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
2047,32323192,ES20_RS02995,ES20_RS02995,ES20_03040,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170502,-
