#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1069201,38573598,cob,EJ508_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210417,-
1069201,64966452,AKAW2_80932S,AKAW2_80932S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966453,AKAW2_80933S,AKAW2_80933S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966454,AKAW2_80934S,AKAW2_80934S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966455,AKAW2_80935S,AKAW2_80935S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966456,ORF1,AKAW2_80936A,-,-,8,-,anucleate primary sterigmata protein B,protein-coding,-,-,-,anucleate primary sterigmata protein B,20210521,-
1069201,64966457,AKAW2_80937A,AKAW2_80937A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966458,AKAW2_80938S,AKAW2_80938S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966459,AKAW2_80939A,AKAW2_80939A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966460,AKAW2_80940A,AKAW2_80940A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966461,TPS2,AKAW2_80941A,-,-,8,-,threalose-6-phosphate phosphatase,protein-coding,-,-,-,threalose-6-phosphate phosphatase,20210605,-
1069201,64966462,AKAW2_80942S,AKAW2_80942S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966463,SPO14,AKAW2_80943A,-,-,8,-,phospholipase D1,protein-coding,-,-,-,phospholipase D1,20210521,-
1069201,64966464,AKAW2_80944S,AKAW2_80944S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966465,RPL28,AKAW2_80945A,-,-,8,-,60S ribosomal protein L28,protein-coding,-,-,-,60S ribosomal protein L28,20210605,-
1069201,64966466,CHL1,AKAW2_80946A,-,-,8,-,ATP-dependent DNA helicase chl1,protein-coding,-,-,-,ATP-dependent DNA helicase chl1,20210605,-
1069201,64966467,AKAW2_80947S,AKAW2_80947S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966468,AKAW2_80948S,AKAW2_80948S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966469,AKAW2_80949S,AKAW2_80949S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966470,AKAW2_80950A,AKAW2_80950A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966471,OTU1,AKAW2_80951S,-,-,8,-,ubiquitin-specific protease otu1,protein-coding,-,-,-,ubiquitin-specific protease otu1,20210521,-
1069201,64966472,AKAW2_80952A,AKAW2_80952A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966473,AKAW2_80953S,AKAW2_80953S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966474,AKAW2_80954A,AKAW2_80954A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966475,AKAW2_80955A,AKAW2_80955A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966476,AKAW2_80956S,AKAW2_80956S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966477,AKAW2_80957A,AKAW2_80957A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966478,AKAW2_80958S,AKAW2_80958S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966479,AKAW2_80959S,AKAW2_80959S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966480,AKAW2_80960S,AKAW2_80960S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966481,SMC6,AKAW2_80961S,-,-,8,-,structural maintenance of chromosomes protein 6,protein-coding,-,-,-,structural maintenance of chromosomes protein 6,20210605,-
1069201,64966482,DHH1,AKAW2_80962S,-,-,8,-,DExD/H-box ATP-dependent RNA helicase dhh1,protein-coding,-,-,-,DExD/H-box ATP-dependent RNA helicase dhh1,20210605,-
1069201,64966483,AKAW2_80963S,AKAW2_80963S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966484,AKAW2_80964A,AKAW2_80964A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966485,AKAW2_80965S,AKAW2_80965S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966486,AKAW2_80966A,AKAW2_80966A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966487,AKAW2_80967S,AKAW2_80967S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966488,KGD2_1,AKAW2_80968A,-,-,8,-,2-oxoglutarate dehydrogenase complex E2 component,protein-coding,-,-,-,2-oxoglutarate dehydrogenase complex E2 component,20210521,-
1069201,64966489,AKAW2_80969S,AKAW2_80969S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966490,HTA1,AKAW2_80970A,-,-,8,-,histone H2A,protein-coding,-,-,-,histone H2A,20210605,-
1069201,64966491,HTB1,AKAW2_80971S,-,-,8,-,histone H2B,protein-coding,-,-,-,histone H2B,20210605,-
1069201,64966492,ATG4,AKAW2_80972A,-,-,8,-,cysteine protease atg4,protein-coding,-,-,-,cysteine protease atg4,20210605,-
1069201,64966493,AKAW2_80973S,AKAW2_80973S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966494,AKAW2_80974A,AKAW2_80974A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966495,AKAW2_80975S,AKAW2_80975S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966496,AKAW2_80976A,AKAW2_80976A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966497,AKAW2_80977S,AKAW2_80977S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966498,DLD1,AKAW2_80978A,-,-,8,-,D-lactate ferricytochrome c oxidoreductase,protein-coding,-,-,-,D-lactate ferricytochrome c oxidoreductase,20210521,-
1069201,64966499,AKAW2_80979S,AKAW2_80979S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966500,AKAW2_80980A,AKAW2_80980A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966501,AKAW2_80981A,AKAW2_80981A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966502,AKAW2_80982A,AKAW2_80982A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966503,AKAW2_80983S,AKAW2_80983S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966504,AKAW2_80984S,AKAW2_80984S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966505,AKAW2_80985S,AKAW2_80985S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966506,ATP12,AKAW2_80986S,-,-,8,-,ATP synthase complex assembly protein atp12,protein-coding,-,-,-,ATP synthase complex assembly protein atp12,20210521,-
1069201,64966507,AKAW2_80987S,AKAW2_80987S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966508,MSS51,AKAW2_80988S,-,-,8,-,translational activator for mitochondrial COX1,protein-coding,-,-,-,translational activator for mitochondrial COX1,20210521,-
1069201,64966509,AKAW2_80989A,AKAW2_80989A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966510,AKAW2_80990A,AKAW2_80990A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966511,MAE1,AKAW2_80991A,-,-,8,-,"NAD-dependent malic enzyme, mitochondrial",protein-coding,-,-,-,"NAD-dependent malic enzyme, mitochondrial",20210605,-
1069201,64966512,AKAW2_80992A,AKAW2_80992A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966513,AKAW2_80993A,AKAW2_80993A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966514,SWR1,AKAW2_80994A,-,-,8,-,swr1 complex component,protein-coding,-,-,-,swr1 complex component,20210521,-
1069201,64966515,AKAW2_80995S,AKAW2_80995S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966516,AKAW2_80996S,AKAW2_80996S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966517,AKAW2_80997A,AKAW2_80997A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966518,AKAW2_80998A,AKAW2_80998A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966519,APT1,AKAW2_80999S,-,-,8,-,adenine phosphoribosyltransferase,protein-coding,-,-,-,adenine phosphoribosyltransferase,20210521,-
1069201,64966520,AKAW2_81000A,AKAW2_81000A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966521,MNL1,AKAW2_81001A,-,-,8,-,alpha mannosidase-like protein,protein-coding,-,-,-,alpha mannosidase-like protein,20210521,-
1069201,64966522,AKAW2_81002A,AKAW2_81002A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966523,AKAW2_81003A,AKAW2_81003A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966524,BET3,AKAW2_81004S,-,-,8,-,transport protein particle 22 kDa subunit,protein-coding,-,-,-,transport protein particle 22 kDa subunit,20210521,-
1069201,64966525,AKAW2_81005S,AKAW2_81005S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966526,AKAW2_81006S,AKAW2_81006S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966527,AKAW2_81007A,AKAW2_81007A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966528,AKAW2_81008A,AKAW2_81008A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966529,AKAW2_81009A,AKAW2_81009A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966530,AKAW2_81010A,AKAW2_81010A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966531,AKAW2_81011A,AKAW2_81011A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966532,RRP7,AKAW2_81012A,-,-,8,-,ribosomal RNA-processing protein 7,protein-coding,-,-,-,ribosomal RNA-processing protein 7,20210521,-
1069201,64966533,DMC1,AKAW2_81013A,-,-,8,-,meiotic recombination protein Dmc1,protein-coding,-,-,-,meiotic recombination protein Dmc1,20210521,-
1069201,64966534,AKAW2_81014A,AKAW2_81014A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966535,AKAW2_81015A,AKAW2_81015A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966536,CYP6,AKAW2_81016A,-,-,8,-,peptidyl-prolyl cis-trans isomerase Cyp6,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase Cyp6,20210605,-
1069201,64966537,AKAW2_81017S,AKAW2_81017S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966538,AKAW2_81018A,AKAW2_81018A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966539,AKAW2_81019S,AKAW2_81019S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966540,AKAW2_81020A,AKAW2_81020A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966541,AKAW2_81021A,AKAW2_81021A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966542,AKAW2_81022A,AKAW2_81022A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966543,AKAW2_81023A,AKAW2_81023A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966544,AKAW2_81024A,AKAW2_81024A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966545,AKAW2_81025S,AKAW2_81025S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966546,AKAW2_81026A,AKAW2_81026A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966547,AKAW2_81027A,AKAW2_81027A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966548,AKAW2_81028A,AKAW2_81028A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966549,AKAW2_81029A,AKAW2_81029A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966550,AKAW2_81030A,AKAW2_81030A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966551,AKAW2_81031A,AKAW2_81031A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966552,AKAW2_81032S,AKAW2_81032S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966553,AKAW2_81033S,AKAW2_81033S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966554,AKAW2_81034S,AKAW2_81034S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966555,AKAW2_81035A,AKAW2_81035A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966556,AKAW2_81036A,AKAW2_81036A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966557,AKAW2_81037S,AKAW2_81037S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966558,AKAW2_81038A,AKAW2_81038A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966559,AKAW2_81039A,AKAW2_81039A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966560,RPB2,AKAW2_81040A,-,-,8,-,DNA-dependent RNA polymerase II,protein-coding,-,-,-,DNA-dependent RNA polymerase II,20210521,-
1069201,64966561,AKAW2_81041A,AKAW2_81041A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966562,AKAW2_81042S,AKAW2_81042S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966563,AKAW2_81043S,AKAW2_81043S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966564,NPT1,AKAW2_81044A,-,-,8,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20210521,-
1069201,64966565,YNG2,AKAW2_81045S,-,-,8,-,histone acetyltransferase complex subunit,protein-coding,-,-,-,histone acetyltransferase complex subunit,20210521,-
1069201,64966566,AKAW2_81046A,AKAW2_81046A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966567,RPC34,AKAW2_81047A,-,-,8,-,34-kDa subunit of RNA polymerase III (C),protein-coding,-,-,-,34-kDa subunit of RNA polymerase III (C),20210521,-
1069201,64966568,STI1,AKAW2_81048S,-,-,8,-,Hsp90 cochaperone,protein-coding,-,-,-,Hsp90 cochaperone,20210521,-
1069201,64966569,AKAW2_81049S,AKAW2_81049S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966570,UGP1,AKAW2_81050S,-,-,8,-,UTP-glucose-1-phosphate uridylyltransferase,protein-coding,-,-,-,UTP-glucose-1-phosphate uridylyltransferase,20210605,-
1069201,64966571,AKAW2_81051S,AKAW2_81051S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966572,AKAW2_81052S,AKAW2_81052S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966573,AKAW2_81053A,AKAW2_81053A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966574,AKAW2_81054A,AKAW2_81054A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966575,AKAW2_81055A,AKAW2_81055A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966576,AKAW2_81056A,AKAW2_81056A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966577,AKAW2_81057S,AKAW2_81057S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966578,AKAW2_81058S,AKAW2_81058S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966579,PUS1_3,AKAW2_81059S,-,-,8,-,tRNA pseudouridine synthase 1,protein-coding,-,-,-,tRNA pseudouridine synthase 1,20210605,-
1069201,64966580,AKAW2_81060S,AKAW2_81060S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966581,AKAW2_81061A,AKAW2_81061A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966582,AKAW2_81062A,AKAW2_81062A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966583,AKAW2_81063A,AKAW2_81063A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966584,AKAW2_81064A,AKAW2_81064A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966585,AKAW2_81065A,AKAW2_81065A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966586,AKAW2_81066A,AKAW2_81066A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966587,AKAW2_81067S,AKAW2_81067S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966588,AKAW2_81068A,AKAW2_81068A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966589,AKAW2_81069S,AKAW2_81069S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966590,AKAW2_81070S,AKAW2_81070S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966591,AKAW2_81071S,AKAW2_81071S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966592,AKAW2_81072A,AKAW2_81072A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966593,AKAW2_81073S,AKAW2_81073S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966594,AKAW2_81074A,AKAW2_81074A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966595,AKAW2_81075A,AKAW2_81075A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966596,AKAW2_81076A,AKAW2_81076A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966597,AKAW2_81077S,AKAW2_81077S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966598,AKAW2_81078S,AKAW2_81078S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966599,AKAW2_81079S,AKAW2_81079S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966600,AKAW2_81080A,AKAW2_81080A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966601,AKAW2_81081S,AKAW2_81081S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966602,AKAW2_81082A,AKAW2_81082A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966603,AKAW2_81083A,AKAW2_81083A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966604,AKAW2_81084S,AKAW2_81084S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966605,SSO2,AKAW2_81085A,-,-,8,-,"plasma membrane t-SNARE, secretory vesicle fusion",protein-coding,-,-,-,"plasma membrane t-SNARE, secretory vesicle fusion",20210605,-
1069201,64966606,AKAW2_81086A,AKAW2_81086A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966607,AKAW2_81087A,AKAW2_81087A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966608,AKAW2_81088S,AKAW2_81088S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966609,AKAW2_81089A,AKAW2_81089A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966610,AKAW2_81090A,AKAW2_81090A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966611,AKAW2_81091S,AKAW2_81091S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966612,AKAW2_81092S,AKAW2_81092S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966613,AKAW2_81093S,AKAW2_81093S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966614,AKAW2_81094A,AKAW2_81094A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966615,AKAW2_81095S,AKAW2_81095S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966616,TIF45,AKAW2_81096A,-,-,8,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210521,-
1069201,64966617,SYM1_2,AKAW2_81097A,-,-,8,-,protein required for ethanol metabolism,protein-coding,-,-,-,protein required for ethanol metabolism,20210521,-
1069201,64966618,RPS2,AKAW2_81098S,-,-,8,-,40S ribosomal protein,protein-coding,-,-,-,40S ribosomal protein,20210605,-
1069201,64966619,AKAW2_81099S,AKAW2_81099S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966620,AKAW2_81100S,AKAW2_81100S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966621,AKAW2_81101S,AKAW2_81101S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966622,AKAW2_81102S,AKAW2_81102S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966623,AKAW2_81103A,AKAW2_81103A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966624,AKAW2_81104A,AKAW2_81104A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966625,ISM1,AKAW2_81105A,-,-,8,-,isoleucine-tRNA ligase,protein-coding,-,-,-,isoleucine-tRNA ligase,20210605,-
1069201,64966626,AKAW2_81106A,AKAW2_81106A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966627,CIN8,AKAW2_81107S,-,-,8,-,kinesin motor protein cin8,protein-coding,-,-,-,kinesin motor protein cin8,20210521,-
1069201,64966628,APC11_1,AKAW2_81108A,-,-,8,-,ubiquitin-protein ligase anaphase promoting complex,protein-coding,-,-,-,ubiquitin-protein ligase anaphase promoting complex,20210521,-
1069201,64966629,APC11_2,AKAW2_81109A,-,-,8,-,ubiquitin-protein ligase anaphase promoting complex,protein-coding,-,-,-,ubiquitin-protein ligase anaphase promoting complex,20210605,-
1069201,64966630,AKAW2_81110S,AKAW2_81110S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966631,AKAW2_81111S,AKAW2_81111S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966632,AKAW2_81112S,AKAW2_81112S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966633,AKAW2_81113A,AKAW2_81113A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966634,AKAW2_81114A,AKAW2_81114A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966635,AKAW2_81115S,AKAW2_81115S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966636,AKAW2_81116A,AKAW2_81116A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64966637,AKAW2_81117A,AKAW2_81117A,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64966638,AKAW2_81118S,AKAW2_81118S,-,-,8,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
